Item Fat Content	Item Identifier	Item Type	Outlet Establishment Year	Outlet Identifier	Outlet Location Type	Outlet Size	Outlet Type	Total Sales	Rating
Regular	FDR12	Baking Goods	2015	OUT045	Tier 2	High	Supermarket Type1	172.9764	4
Regular	FDO48	Baking Goods	2015	OUT045	Tier 2	High	Supermarket Type1	220.3456	4
Regular	FDU12	Baking Goods	2015	OUT045	Tier 2	High	Supermarket Type1	263.9568	4
Regular	FDX11	Baking Goods	2015	OUT045	Tier 2	High	Supermarket Type1	180.5634	4
Regular	FDU60	Baking Goods	2015	OUT045	Tier 2	High	Supermarket Type1	168.7132	4
Regular	FDV60	Baking Goods	2015	OUT045	Tier 2	High	Supermarket Type1	195.311	4
Regular	FDS24	Baking Goods	2015	OUT045	Tier 2	High	Supermarket Type1	86.9514	4
Regular	FDQ59	Breads	2015	OUT045	Tier 2	High	Supermarket Type1	85.8908	4
Regular	FDR11	Breads	2015	OUT045	Tier 2	High	Supermarket Type1	159.4578	4
Regular	FDF26	Canned	2015	OUT045	Tier 2	High	Supermarket Type1	153.4998	4
Regular	FDG38	Canned	2015	OUT045	Tier 2	High	Supermarket Type1	86.6224	4
Regular	FDB02	Canned	2015	OUT045	Tier 2	High	Supermarket Type1	175.437	4
Regular	FDZ49	Canned	2015	OUT045	Tier 2	High	Supermarket Type1	218.7798	4
Regular	FDI38	Canned	2015	OUT045	Tier 2	High	Supermarket Type1	208.5638	4
Regular	FDE14	Canned	2015	OUT045	Tier 2	High	Supermarket Type1	98.77	4
Regular	FDL38	Canned	2015	OUT045	Tier 2	High	Supermarket Type1	90.7172	4
Regular	FDJ26	Canned	2015	OUT045	Tier 2	High	Supermarket Type1	214.0218	4
Regular	FDZ25	Canned	2015	OUT045	Tier 2	High	Supermarket Type1	169.279	4
Regular	FDR25	Canned	2015	OUT045	Tier 2	High	Supermarket Type1	265.7884	4
Regular	FDY37	Canned	2015	OUT045	Tier 2	High	Supermarket Type1	144.247	4
Regular	FDH14	Canned	2015	OUT045	Tier 2	High	Supermarket Type1	142.0838	4
Regular	FDV01	Canned	2015	OUT045	Tier 2	High	Supermarket Type1	155.4314	4
Regular	FDH26	Canned	2015	OUT045	Tier 2	High	Supermarket Type1	141.9496	4
Regular	FDU49	Canned	2015	OUT045	Tier 2	High	Supermarket Type1	86.254	4
Regular	FDE50	Canned	2015	OUT045	Tier 2	High	Supermarket Type1	186.4556	4
Regular	FDI27	Dairy	2015	OUT045	Tier 2	High	Supermarket Type1	43.5744	4
Regular	FDY02	Dairy	2015	OUT045	Tier 2	High	Supermarket Type1	261.091	4
Regular	FDQ26	Dairy	2015	OUT045	Tier 2	High	Supermarket Type1	57.2562	4
Regular	FDB40	Dairy	2015	OUT045	Tier 2	High	Supermarket Type1	145.9102	4
Regular	FDT26	Dairy	2015	OUT045	Tier 2	High	Supermarket Type1	120.644	4
Regular	FDL51	Dairy	2015	OUT045	Tier 2	High	Supermarket Type1	215.0876	4
Regular	FDD41	Frozen Foods	2015	OUT045	Tier 2	High	Supermarket Type1	106.1306	4
Regular	FDY28	Frozen Foods	2015	OUT045	Tier 2	High	Supermarket Type1	211.8218	4
Regular	FDV04	Frozen Foods	2015	OUT045	Tier 2	High	Supermarket Type1	156.9288	4
Regular	FDS28	Frozen Foods	2015	OUT045	Tier 2	High	Supermarket Type1	56.1588	4
Regular	FDT16	Frozen Foods	2015	OUT045	Tier 2	High	Supermarket Type1	260.5278	4
Regular	FDS04	Frozen Foods	2015	OUT045	Tier 2	High	Supermarket Type1	142.2838	4
Regular	FDA04	Frozen Foods	2015	OUT045	Tier 2	High	Supermarket Type1	260.1962	4
Regular	FDO52	Frozen Foods	2015	OUT045	Tier 2	High	Supermarket Type1	169.3106	4
Regular	FDH05	Frozen Foods	2015	OUT045	Tier 2	High	Supermarket Type1	233.5984	4
Regular	FDY16	Frozen Foods	2015	OUT045	Tier 2	High	Supermarket Type1	183.6266	4
Regular	FDX04	Frozen Foods	2015	OUT045	Tier 2	High	Supermarket Type1	48.5376	4
Regular	FDA07	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	123.4072	4
Regular	FDB56	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	186.3556	4
Regular	FDH56	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	116.6492	4
Regular	FDO56	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	119.1808	4
Regular	FDF21	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	189.053	4
Regular	FDU31	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	218.7508	4
Regular	FDW19	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	109.557	4
Regular	FDZ08	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	81.8592	4
Regular	FDS31	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	178.5318	4
Regular	FDD56	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	177.0054	4
Regular	FDG20	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	176.0028	4
Regular	FDP44	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	102.7332	4
Regular	FDF56	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	181.9976	4
Regular	FDW32	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	87.1882	4
Regular	FDR20	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	46.8744	4
Regular	FDX31	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	234.4958	4
Regular	FDG09	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	188.2556	4
Regular	FDJ20	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	122.4388	4
Regular	FDT39	Meat	2015	OUT045	Tier 2	High	Supermarket Type1	150.7366	4
Regular	FDR51	Meat	2015	OUT045	Tier 2	High	Supermarket Type1	151.4708	4
Regular	FDR15	Meat	2015	OUT045	Tier 2	High	Supermarket Type1	153.4314	4
Regular	FDS27	Meat	2015	OUT045	Tier 2	High	Supermarket Type1	195.411	4
Regular	FDM51	Meat	2015	OUT045	Tier 2	High	Supermarket Type1	102.5674	4
Regular	FDQ03	Meat	2015	OUT045	Tier 2	High	Supermarket Type1	238.8248	4
Regular	FDN51	Meat	2015	OUT045	Tier 2	High	Supermarket Type1	260.7936	4
Regular	FDL03	Meat	2015	OUT045	Tier 2	High	Supermarket Type1	196.311	4
Regular	FDG21	Seafood	2015	OUT045	Tier 2	High	Supermarket Type1	150.205	4
Regular	FDX22	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	208.9928	4
Regular	FDI58	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	91.712	4
Regular	FDV10	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	41.7112	4
Regular	FDW57	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	177.3028	4
Regular	FDB46	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	211.8244	4
Regular	FDI34	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	230.2668	4
Regular	FDV34	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	72.9038	4
Regular	FDK58	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	101.9016	4
Regular	FDW46	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	63.4484	4
Regular	FDW09	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	79.6302	4
Regular	FDP22	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	51.3666	4
Regular	FDL57	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	260.2304	4
Regular	FDV57	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	178.166	4
Regular	FDC34	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	155.2972	4
Regular	FDT10	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	60.9562	4
Regular	FDL09	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	167.2816	4
Regular	FDY57	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	95.0752	4
Regular	DRC01	Soft Drinks	2015	OUT045	Tier 2	High	Supermarket Type1	49.8692	4
Regular	DRD01	Soft Drinks	2015	OUT045	Tier 2	High	Supermarket Type1	56.2614	4
Regular	FDF11	Starchy Foods	2015	OUT045	Tier 2	High	Supermarket Type1	239.4538	4
Regular	FDC59	Starchy Foods	2015	OUT045	Tier 2	High	Supermarket Type1	65.7168	4
Regular	FDB36	Baking Goods	2020	OUT017	Tier 2	High	Supermarket Type1	132.1626	4
Regular	FDX36	Baking Goods	2020	OUT017	Tier 2	High	Supermarket Type1	226.9404	4
Regular	FDP36	Baking Goods	2020	OUT017	Tier 2	High	Supermarket Type1	49.0008	4
Regular	FDR12	Baking Goods	2020	OUT017	Tier 2	High	Supermarket Type1	172.5764	4
Regular	FDA35	Baking Goods	2020	OUT017	Tier 2	High	Supermarket Type1	124.1072	4
Regular	FDV12	Baking Goods	2020	OUT017	Tier 2	High	Supermarket Type1	100.0384	4
Regular	FDH60	Baking Goods	2020	OUT017	Tier 2	High	Supermarket Type1	198.411	4
Regular	FDZ47	Baking Goods	2020	OUT017	Tier 2	High	Supermarket Type1	98.7042	4
Regular	FDT11	Breads	2020	OUT017	Tier 2	High	Supermarket Type1	189.4556	4
Regular	FDR59	Breads	2020	OUT017	Tier 2	High	Supermarket Type1	262.7594	4
Regular	FDR01	Canned	2020	OUT017	Tier 2	High	Supermarket Type1	198.2742	4
Regular	FDF26	Canned	2020	OUT017	Tier 2	High	Supermarket Type1	153.7998	4
Regular	FDI38	Canned	2020	OUT017	Tier 2	High	Supermarket Type1	206.9638	4
Regular	FDR25	Canned	2020	OUT017	Tier 2	High	Supermarket Type1	265.6884	4
Regular	FDQ01	Canned	2020	OUT017	Tier 2	High	Supermarket Type1	255.2014	4
Regular	FDU01	Canned	2020	OUT017	Tier 2	High	Supermarket Type1	183.5924	4
Regular	FDC16	Dairy	2020	OUT017	Tier 2	High	Supermarket Type1	85.054	4
Regular	FDZ26	Dairy	2020	OUT017	Tier 2	High	Supermarket Type1	239.8222	4
Regular	FDW26	Dairy	2020	OUT017	Tier 2	High	Supermarket Type1	224.1772	4
Regular	FDZ50	Dairy	2020	OUT017	Tier 2	High	Supermarket Type1	181.7608	4
Regular	FDE40	Dairy	2020	OUT017	Tier 2	High	Supermarket Type1	63.1194	4
Regular	FDY15	Dairy	2020	OUT017	Tier 2	High	Supermarket Type1	154.663	4
Regular	FDN28	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	103.099	4
Regular	FDH04	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	92.4488	4
Regular	FDI05	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	76.5354	4
Regular	FDI53	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	163.0236	4
Regular	FDE05	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	147.7102	4
Regular	FDC05	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	198.1768	4
Regular	FDQ28	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	154.8656	4
Regular	FDH28	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	36.9506	4
Regular	FDA28	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	126.5362	4
Regular	FDX04	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	48.8376	4
Regular	FDV52	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	119.7466	4
Regular	FDT07	Fruits and Vegetables	2020	OUT017	Tier 2	High	Supermarket Type1	254.533	4
Regular	FDO31	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	79.296	4
Regular	FDN08	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	119.3466	4
Regular	FDY08	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	139.9838	4
Regular	FDM08	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	225.6088	4
Regular	FDO08	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	165.9526	4
Regular	FDJ44	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	173.7396	4
Regular	FDW19	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	110.657	4
Regular	FDY20	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	91.4488	4
Regular	FDZ08	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	80.6592	4
Regular	FDO20	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	253.7382	4
Regular	FDR19	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	147.0102	4
Regular	FDX32	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	144.7786	4
Regular	FDQ08	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	60.5536	4
Regular	FDF56	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	181.2976	4
Regular	FDW07	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	88.7514	4
Regular	FDH44	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	148.2418	4
Regular	FDU20	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	120.5098	4
Regular	FDX31	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	232.3958	4
Regular	FDG09	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	188.0556	4
Regular	FDP31	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	64.9168	4
Regular	FDT39	Meat	2020	OUT017	Tier 2	Medium	Supermarket Type1	152.8366	4
Regular	FDW39	Meat	2020	OUT017	Tier 2	Medium	Supermarket Type1	176.937	4
Regular	FDS27	Meat	2020	OUT017	Tier 2	Medium	Supermarket Type1	195.111	4
Regular	FDO15	Meat	2020	OUT017	Tier 2	Medium	Supermarket Type1	72.4038	4
Regular	FDU51	Meat	2020	OUT017	Tier 2	Medium	Supermarket Type1	178.6028	4
Regular	FDW21	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	100.4358	4
Regular	FDW57	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	176.9028	4
Regular	FDM45	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	122.5756	4
Regular	FDS09	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	49.8008	4
Regular	FDG58	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	153.7972	4
Regular	FDP22	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	50.9666	4
Regular	FDV57	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	179.666	4
Regular	FDS46	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	118.2782	4
Regular	FDZ21	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	95.841	4
Regular	FDR22	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	112.9544	4
Regular	FDS34	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	112.7518	4
Regular	DRB13	Soft Drinks	2020	OUT017	Tier 2	Medium	Supermarket Type1	191.153	4
Regular	DRC13	Soft Drinks	2020	OUT017	Tier 2	Medium	Supermarket Type1	124.673	4
Regular	DRY23	Soft Drinks	2020	OUT017	Tier 2	Medium	Supermarket Type1	41.3112	4
Regular	DRA24	Soft Drinks	2020	OUT017	Tier 2	Medium	Supermarket Type1	164.6868	4
Regular	FDD59	Starchy Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	80.896	4
Regular	FDB35	Starchy Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	92.5804	4
Regular	FDC59	Starchy Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	64.2168	4
low fat	FDB52	Dairy	2015	OUT045	Tier 2	Medium	Supermarket Type1	256.9672	4
low fat	FDM44	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	104.999	4
low fat	FDD09	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	179.6976	4
low fat	NCR54	Household	2020	OUT017	Tier 2	Medium	Supermarket Type1	196.811	4
low fat	FDA46	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	196.2136	4
low fat	FDL22	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	90.6488	4
Regular	FDI40	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	100.5358	4
Regular	FDI08	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	250.1092	4
Regular	FDR36	Baking Goods	2020	OUT017	Tier 2	Medium	Supermarket Type1	40.3454	4
Regular	FDF24	Baking Goods	2020	OUT017	Tier 2	Medium	Supermarket Type1	83.7934	4
Regular	FDI41	Frozen Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	148.6418	4
Regular	FDF57	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	170.7448	4
Low Fat	FDQ14	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	150.105	4
Low Fat	FDD51	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	44.2744	4
Low Fat	FDJ16	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	59.0246	4
Low Fat	FDP19	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	129.0652	4
Low Fat	NCN53	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	37.0874	4
Low Fat	DRE48	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	196.8768	4
Low Fat	DRA12	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	141.9154	4
Low Fat	FDC48	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	81.6592	4
Low Fat	FDI24	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	178.437	4
Low Fat	FDO24	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	158.1604	4
Low Fat	FDW36	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	107.1622	4
Low Fat	FDZ60	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	106.0596	4
Low Fat	FDW35	Breads	2017	OUT035	Tier 2	Small	Supermarket Type1	41.4454	4
Low Fat	FDR35	Breads	2017	OUT035	Tier 2	Small	Supermarket Type1	199.1742	4
Low Fat	FDM13	Breakfast	2017	OUT035	Tier 2	Small	Supermarket Type1	132.2626	4
Low Fat	FDQ37	Breakfast	2017	OUT035	Tier 2	Small	Supermarket Type1	192.0478	4
Low Fat	FDF50	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	195.7768	4
Low Fat	FDW25	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	83.2224	4
Low Fat	FDO25	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	208.127	4
Low Fat	FDK14	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	81.6934	4
Low Fat	FDT25	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	123.2072	4
Low Fat	FDU13	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	146.2418	4
Low Fat	FDC26	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	109.2886	4
Low Fat	FDM14	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	108.0254	4
Low Fat	FDT13	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	188.2214	4
Low Fat	FDC02	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	258.5278	4
Low Fat	DRI03	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	176.4028	4
Low Fat	FDB51	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	63.5852	4
Low Fat	FDC39	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	207.1296	4
Low Fat	FDE39	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	117.4782	4
Low Fat	FDB16	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	88.5198	4
Low Fat	FDY14	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	263.6226	4
Low Fat	DRD15	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	231.9642	4
Low Fat	DRE27	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	96.9726	4
Low Fat	FDD03	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	232.73	4
Low Fat	FDI15	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	265.0884	4
Low Fat	DRI51	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	173.3764	4
Low Fat	DRH51	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	89.8856	4
Low Fat	FDJ41	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	262.3594	4
Low Fat	FDD17	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	237.7906	4
Low Fat	FDH41	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	216.2534	4
Low Fat	FDC17	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	209.9928	4
Low Fat	FDG52	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	47.6402	4
Low Fat	FDM52	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	146.6076	4
Low Fat	FDQ52	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	249.4434	4
Low Fat	FDV40	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	74.5038	4
Low Fat	FDF05	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	261.691	4
Low Fat	FDG29	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	40.3454	4
Low Fat	FDX16	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	147.805	4
Low Fat	FDL04	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	105.4622	4
Low Fat	FDZ52	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	112.4886	4
Low Fat	FDU40	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	193.8478	4
Low Fat	FDS08	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	177.937	4
Low Fat	FDG44	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	53.8298	4
Low Fat	FDF09	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	37.9848	4
Low Fat	FDA20	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	184.624	4
Low Fat	FDG45	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	210.9902	4
Low Fat	FDX44	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	89.3172	4
Low Fat	FDH57	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	131.9284	4
Low Fat	FDU07	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	151.3366	4
Low Fat	FDE45	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	177.3002	4
Low Fat	FDH32	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	96.541	4
Low Fat	FDG57	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	49.8034	4
Low Fat	FDZ20	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	253.2356	4
Low Fat	FDB09	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	126.2046	4
Low Fat	FDC45	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	172.5106	4
Low Fat	FDB33	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	160.7262	4
Low Fat	FDP07	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	195.111	4
Low Fat	FDR08	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	109.1886	4
Low Fat	FDG32	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	223.0772	4
Low Fat	FDQ44	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	120.1756	4
Low Fat	DRF23	Hard Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	175.4396	4
Low Fat	DRM35	Hard Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	177.5344	4
Low Fat	DRO47	Hard Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	111.786	4
Low Fat	DRL59	Hard Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	55.1298	4
Low Fat	DRI23	Hard Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	162.0578	4
Low Fat	NCK29	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	122.473	4
Low Fat	NCL17	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	140.6812	4
Low Fat	NCL53	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	175.2028	4
Low Fat	NCP29	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	64.3168	4
Low Fat	NCJ29	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	85.1224	4
Low Fat	NCM29	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	132.7626	4
Low Fat	NCB42	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	117.2492	4
Low Fat	NCY29	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	56.493	4
Low Fat	NCC54	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	242.4196	4
Low Fat	NCJ05	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	151.5682	4
Low Fat	NCA05	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	150.4734	4
Low Fat	NCW30	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	259.5962	4
Low Fat	NCB31	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	263.991	4
Low Fat	NCC19	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	193.982	4
Low Fat	NCZ30	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	120.7098	4
Low Fat	NCH42	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	227.801	4
Low Fat	NCN06	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	165.5868	4
Low Fat	NCY54	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	170.5422	4
Low Fat	NCE19	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	55.2956	4
Low Fat	NCX54	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	105.6622	4
Low Fat	NCK18	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	163.9184	4
Low Fat	NCV54	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	116.6124	4
Low Fat	NCQ06	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	254.5014	4
Low Fat	NCH07	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	157.8604	4
Low Fat	NCS54	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	175.537	4
